,Kürzel,Status Nr. ,Bemerkung,Labornummer,Jahr,Datum,Dauer,Mittl.Abfluss,Abflussumme,Temp.(BAFU),pH(BAFU),Leitf. 25°C(BAFU),Sauerstoff,Sauerstoffsätt.%,Mittl.Abfluss.1,Abflussumme.1,Temp.(BAFU).1,pH(BAFU).1,Leitf. 25°C(BAFU).1,Sauerstoff.1,Sauerstoffsätt.%.1,pH (EAWAG),Leitf.20°C (EAWAG),Gesamthärte,Alkalinität,Calcium,Magnesium,Nitrit,Nitrat,Ammonium,Kjeldahl-Stickstoff,Gesamt-Stickstoff (filtriert),Gesamt-Stickstoff,DRP,Gesamt-Phosphor,Gesamt-Phosphor (filtriert),Chlorid,Kieselsäure,Sulfat,Natrium,Kalium,Eisen,Chem.Sauerstoffbedarf,TOC,DOC,Schwebstoffe,Chrom,Zink,Kupfer,Cadmium,Blei,Nickel,Quecksilber,NP,NP1EO,NP2EO,NP3EO,Calcium (IC),Status Nr.,year,month,day
0,RE,7,,16354.0,1975,1975-05-26 11:15:00,168,,,,,,,,601.6523819444443,363.87936059999987,15.31463095238095,,,,,8,270,1.46,2.32,48.096,6.3232,0.02,0.4,0.05,,,,0.04,0.09,,4.4,3,29,4.8,1.4,0.04,,2.6,1.4,11,0.5,5,0.5,0.1,0.5,,,,,,,,,1975,5,26
1,RE,1,,16487.0,1975,1975-06-02 11:45:00,169,683,415.5372,13.7,,,,,683.280609297724,415.7079226967353,13.83261028684472,,,,,8.2,280,1.5,2.32,50.5008,5.8368,0.03,0.7,0.03,,,,0.07,0.18,,5.6,3,30,4.7,1.3,0.09,,2.2,1.8,6.5,0.5,10,2,0.1,1,,,,,,,,,1975,6,2
2,RE,4,Pb unsicher: Wartung oder Beginn von Hochwasser?,16619.0,1975,1975-06-09 10:40:00,167,680,408.816,13.4,,,,,680.2298441558439,408.95418230649335,13.230639360639376,,,,,8.1,290,1.52,2.6,51.3024,5.8368,0.03,0.7,0.01,,,,0.03,0.18,,6,4,29,4.8,1.3,0.06,,2.2,1.8,6.2,2,10,1,0.1,4,,,,,,,,,1975,6,9
3,RE,1,,16705.0,1975,1975-06-16 11:20:00,169,609,370.51560000000006,14.9,,,,,608.228251976285,370.04606850237184,14.958282608695653,,,,,8.2,280,1.52,2.44,48.8976,7.296,0.02,0.7,0.06,,,,0.04,0.18,,5.4,4,29,4.9,1.3,0.07,,2.4,1.8,1.2,0.5,10,1,0.1,1,,,,,,,,,1975,6,16
4,RE,1,,16843.0,1975,1975-06-23 13:30:00,170,735,449.82,14.4,,,,,734.6130714985313,449.58319975710117,14.330113614103809,,,,,7.9,270,1.58,2.48,53.7072,5.8368,0.02,0.8,0.02,,,,0.04,0.15,,5.4,4,29,4.6,1.5,0.16,,3.4,1.9,22,1,10,2,0.1,2,,,,,,,,,1975,6,23
5,RE,2,Problem mit Schöpfbecher,16892.0,1975,1975-06-30 13:30:00,168,853,515.8944,15.5,,,,,851.8308412698404,515.1872927999995,15.506075396825418,,,,,7.8,290,1.66,2.56,54.5088,7.296,0.01,0.9,0.01,,,,0.03,0.18,,5.4,4,22,4.9,1.6,0.52,,6.2,2.1,110,2,10,2,0.2,5,,,,,,,,,1975,6,30
6,RE,1,,16991.0,1975,1975-07-07 12:20:00,167,947,569.3364,15.1,,,,,947.297465534466,569.515236279321,15.005880119880125,,,,,8,270,1.7,2.52,51.3024,10.2144,0.01,0.8,0.01,0.2,,1.01,0.03,0.13,,5.4,4,28,4.4,1.4,0.26,,3,1.6,21,1,20,2,0.1,2,,,,,,,,,1975,7,7
7,RE,1,,17115.0,1975,1975-07-14 10:15:00,166,879,525.2904,17.3,,,,,879.5500732931753,525.6191238000016,17.02806927710842,,,,,7.8,270,1.52,2.4,49.6992,6.8096,0.03,0.6,0.06,0.25,,0.88,0.02,0.15,,5.8,3,32,4.3,1.4,0.14,,2.8,1.8,30,1,20,1,0.1,4,,,,,,,,,1975,7,14
8,RE,1,,17203.0,1975,1975-07-21 12:20:00,170,894,547.128,18.3,,,,,894.6790598039236,547.5435846000012,18.42163039215686,,,,,7.8,270,1.44,2.08,47.2944,6.3232,0.0025,0.4,0.05,0.35,,0.751,0.02,0.15,,4.8,2,30,4.1,1.4,0.18,,4,1.8,17,1,10,1,0.1,1,,,,,,,,,1975,7,21
9,RE,2,Flasche überlaufen 0.5l,17219.0,1975,1975-07-28 11:10:00,167,869,522.4428,18,,,,,869.0554705294713,522.4761488823183,17.92319680319682,,,,,7.8,250,1.5,2.28,46.4928,8.2688,0.0025,0.5,0.01,0.35,,0.852,0.01,0.1,,5,2,25,4.1,1.4,0.12,,2.4,1.8,7.7,1,10,5,0.1,2,,,,,,,,,1975,7,28
10,RE,1,,17232.0,1975,1975-08-04 10:00:00,167,770,462.924,19.1,,,,,770.0394525474509,462.94771887152746,18.942361638361646,,,,,7.7,240,1.4,2.2,46.4928,5.8368,0.008,0.4,0.01,0.3,,0.708,0.01,0.1,,4,1,32,3.8,1.3,0.08,,3,1.9,10,1,5,1,0.1,1,,,,,,,,,1975,8,4
11,RE,9,Probe gefroren,17266.0,1975,1975-08-11 10:00:00,168,660,399.168,21.1,,,,,659.3515952380959,398.7758448000004,21.163558531746016,,,,,7.8,240,1.5,2.28,47.2944,7.7824,0.0025,0.4,0.01,0.3,,0.702,0.01,0.05,,4,1,26,4,1.3,0.05,,2.6,1.8,33,0.5,5,1,0.1,1,,,,,,,,,1975,8,11
12,RE,1,,17305.0,1975,1975-08-18 14:00:00,172,722,447.0624,19.8,,,,,694.4693604651158,430.01542799999964,19.878626937984524,,,,,7.9,250,1.48,2.24,44.8896,8.7552,0.0025,0.4,0.02,0.3,,0.703,0.03,0.05,,4.8,1,23,4.4,1.4,0.09,,3.8,2,4.6,0.5,10,1,0.1,1,,,,,,,,,1975,8,18
13,RE,1,,17392.0,1975,1975-08-25 11:00:00,165,811,481.734,18.2,,,,,811.0438212121211,481.7600297999999,18.335545454545457,,,,,8.1,260,1.54,2.76,50.5008,6.8096,0.02,0.8,0.01,0.45,,1.27,0.03,0.1,,4.6,3,26,3.9,1.7,0.54,,6.2,2.7,166,5,10,2,0.1,6,,,,,,,,,1975,8,25
14,RE,1,,17433.0,1975,1975-09-01 10:15:00,167,890,535.068,16.9,,,,,889.709431274899,534.8933100824693,16.77081274900397,,,,,8,290,1.64,2.72,52.104,8.2688,0.02,0.6,0.01,0.2,,0.82,0.02,0.025,,5,4,29,4,1.4,0.15,,2.2,2.2,34,1,5,1,0.1,1,,,,,,,,,1975,9,1
15,RE,1,,17495.0,1975,1975-09-08 10:10:00,168,757,457.83360000000005,18,,,,,756.8194538232369,457.7244056722937,17.91774577954319,,,,,8.3,270,1.48,2.48,47.2944,7.296,0.007,0.5,0.03,0.4,,0.907,0.02,0.1,,5,3,22,4.2,1.3,0.08,,2.6,1.6,15,0.5,20,1,0.1,1,,,,,,,,,1975,9,8
16,RE,1,,17593.0,1975,1975-09-15 13:30:00,171,698,429.6888,17.5,,,,,697.7579075875483,429.5397679108947,17.562516536965,,,,,7.9,270,1.46,2.36,46.4928,7.296,0.007,0.6,0.01,0.1,,0.707,0.02,0.05,,5.2,2,21,4.3,1.4,0.08,,2.2,1.8,14,1,20,1,0.1,2,,,,,,,,,1975,9,15
17,RE,1,,17618.0,1975,1975-09-22 12:30:00,167,629,378.15479999999997,17.6,,,,,628.8733293413175,378.07864560000013,17.518029940119767,,,,,8,270,1.46,2.44,47.2944,6.8096,0.0025,0.5,0.01,0.1,,0.554,0.01,0.15,,5.4,2,21,4.3,1.4,0.08,,3.4,1.8,7.3,1,10,0.5,0.1,1,,,,,,,,,1975,9,22
18,RE,1,,17664.0,1975,1975-09-29 11:30:00,167,566,340.2792,17.4,,,,,565.3776257485036,339.9050286000004,17.3652395209581,,,,,8.2,270,1.44,2.4,46.4928,6.8096,0.01,0.5,0.01,0.2,,0.71,0.02,0.05,,5.6,3,29,4.5,1.3,0.03,,1.8,1.6,5.7,0.5,10,0.5,0.1,3,,,,,,,,,1975,9,29
19,RE,1,,17750.0,1975,1975-10-06 14:20:00,171,501,308.41560000000004,17,,,,,501.1034946341465,308.47931129678057,17.036726829268293,,,,,7.8,260,1.6,2.4,52.9056,6.8096,0.006,0.7,0.03,0.25,,0.956,0.02,0.025,,6,4,27,4.5,1.3,0.06,,2,1.9,3.2,0.5,5,0.5,0.1,1,,,,,,,,,1975,10,6
20,RE,1,,17780.0,1975,1975-10-13 10:50:00,165,422,250.668,15.5,,,,,421.023274569402,250.08782509422483,15.677950354609932,,,,,8,270,1.5,2.44,48.8976,6.8096,0.008,0.7,0.02,0.2,,0.9079999999999999,0.04,0.15,,5.6,3,30,4.6,1.4,0.04,,2.4,1.8,5.3,0.5,5,1,0.2,1,,,,,,,,,1975,10,13
21,RE,1,,17796.0,1975,1975-10-20 11:00:00,168,403,243.7344,13.1,,,,,402.49162041625294,243.42693202774979,13.214930624380578,,,,,7.7,250,1.58,2.52,49.6992,8.2688,0.006,0.9,0.09,0.3,,1.206,0.09,0.15,,5.6,4,29,4.8,1.5,0.09,,2.4,2.2,9.6,2,10,0.5,0.1,1,,,,,,,,,1975,10,20
22,RE,1,,17901.0,1975,1975-10-27 10:00:00,167,391,235.06920000000002,11.9,,,,,390.9147904191617,235.01797200000001,12.010877245508977,,,,,7.7,290,1.8,2.72,59.3184,7.7824,0.01,1.1,0.02,0.3,,1.41,0.1,0.2,,5.6,4,28,4.9,1.5,0.13,,3,2.2,9,1,10,1,0.1,1,,,,,,,,,1975,10,27
23,RE,1,,17951.0,1975,1975-11-03 12:20:00,170,325,198.9,11.1,,,,,324.390396281801,198.5269225244622,11.073197651663424,,,,,7.8,290,1.6,2.56,51.3024,7.7824,0.02,0.9,0.01,0.35,,1.27,0.13,0.2,,6,4,29,4.9,1.4,0.13,,3,2,15,1,50,1,0.1,1,,,,,,,,,1975,11,3
24,RE,1,,17992.0,1975,1975-11-10 14:00:00,170,287,175.644,10.8,,,,,287.10067976424386,175.70561601571725,10.88345481335954,,,,,7.9,300,1.6,2.56,51.3024,7.7824,0.02,0.9,0.07,0.3,,1.22,0.11,0.2,,6.8,5,27,5.3,1.5,0.07,,2.8,2,5.5,1,10,1,0.1,2,,,,,,,,,1975,11,10
25,RE,1,,18047.0,1975,1975-11-17 14:00:00,168,287,173.57760000000002,10,,,,,287.4106666666665,173.82597119999988,10.046610119047603,,,,,7.9,310,1.64,2.64,52.9056,7.7824,0.0025,1,0.02,0.2,,1.2029999999999998,0.12,0.2,,7.2,5,26,5.7,1.6,0.06,,3.2,3,34,1,20,1,0.1,2,,,,,,,,,1975,11,17
26,RE,1,,18071.0,1975,1975-11-24 10:45:00,165,419,248.886,8.1,,,,,419.4063185035391,249.12735319110223,8.26020728008089,,,,,7.9,320,1.94,3.2,61.7232,9.728,0.02,1.6,0.06,0.4,,2.02,0.12,0.2,,7.6,6,29,5.3,1.7,0.1,,4,2.5,17,2,5,1,0.1,3,,,,,,,,,1975,11,24
27,RE,1,,18099.0,1975,1975-12-01 10:30:00,168,341,206.23680000000002,7.3,,,,,340.7022256461224,206.05670607077482,7.328299204771382,,,,,8,340,1.82,2.96,57.7152,9.2416,0.01,1.3,0.04,0.7,,2.01,0.09,0.25,,8.2,7,35,5.6,1.5,0.16,,5.4,2.6,22,1,10,2,0.1,5,,,,,,,,,1975,12,1
28,RE,1,,18146.0,1975,1975-12-08 10:45:00,168,341,206.23680000000002,6.7,,,,,340.9635603960395,206.21476132752466,6.715703960396034,,,,,8,330,1.78,2.96,56.112,9.2416,0.01,1.2,0.02,0.3,,1.51,0.06,0.1,,7.6,7,28,5.7,1.8,0.09,,3,2.1,9,0.5,5,1,0.1,1,,,,,,,,,1975,12,8
29,RE,1,,18179.0,1975,1975-12-15 11:15:00,169,298,181.3032,6.1,,,,,297.652173095944,181.09158211157236,6.108030662710189,,,,,8,320,1.76,2.88,56.112,8.7552,0.008,0.9,0.03,0.3,,1.208,0.06,0.1,,7.4,6,32,6,1.6,0.08,,4,1.9,16,0.5,10,1,0.1,2,,,,,,,,,1975,12,15
30,RE,1,,18322.0,1975,1975-12-22 10:45:00,168,267,161.48160000000001,4.6,,,,,267.3263701492538,161.6789886662687,4.768732338308458,,,,,8.1,330,1.74,2.8,55.3104,8.7552,0.009,0.9,0.03,0.2,,1.109,0.06,0.1,,8,8,36,6.1,1.5,0.04,,3,1.9,12,1,5,1,0.1,2,,,,,,,,,1975,12,22
31,RE,1,,18337.0,1975,1975-12-29 10:00:00,167,242,145.4904,4.1,,,,,242.1493968095712,145.5802173619142,4.004616151545364,,,,,8.1,320,1.78,2.8,56.112,9.2416,0.007,1.1,0.06,0.25,,1.357,0.08,0.15,,7.2,7,34,5.9,1.6,0.05,,4,1.4,12,0.5,10,0.5,0.1,1,,,,,,,,,1975,12,29
32,RE,6,,18348.0,1976,1976-01-05 14:15:00,172,228,141.1,4.7,8.0,358.4,12.6,101.9,223.84414893617023,138.6042970212766,4.556428433268859,8.00152042360062,,12.618787878787895,,8,320,1.84,2.84,58.4,9.234,0.008,1.3,0.02,0.3,,1.608,0.07,0.15,,8,6,32,6.3,1.6,0.0125,8,2.3,1.5,14,,10,0.5,0.1,1,,,,,,,,,1976,1,5
33,RE,6,,18404.0,1976,1976-01-12 11:15:00,165,223.8,136.6,4.6,8.0,366,12.5,100.0,223.39280303030318,132.6953250000001,4.500551515151514,8.024319303338178,,12.475281831187418,100.36623665042865,8.2,330,1.88,2.92,59.2,9.72,0.01,0.9,0.01,0.2,,1.11,0.1,0.2,,8.6,6,30,6.1,1.6,0.09,8,2.5,1.7,11,,30,2,0.1,2,,,,,,,,,1976,1,12
34,RE,1,,18419.0,1976,1976-01-19 11:30:00,168,264.4,164.3,4.8,8.05,374.4,12.42,100.7,264.1926907829536,159.78373938553034,4.821153617443011,8.063044598612493,,12.40770168483648,100.65784695792037,8.3,330,1.86,2.92,58.4,9.72,0.01,1.2,0.05,0.3,,1.51,0.14,0.2,,9,7,28,6.2,1.7,0.03,8,2.6,1.7,5.4,,10,1,0.1,2,,0.025,,,,,,,1976,1,19
35,RE,1,,18437.0,1976,1976-01-26 10:45:00,167,280.8,173,4.48,8.11,376.2,12.61,101.4,280.65253585657274,168.72830455697152,4.4778814741035875,8.117065737051782,,12.6044701195219,101.34570425962362,8.3,300,1.86,2.92,56.8,10.692,0.007,1.2,0.04,0.2,,1.4069999999999998,0.15,0.2,,9.6,8,30,7.2,1.6,0.0125,8,3,2,3.8,,10,1,0.1,1,,0.025,,,,,,,1976,1,26
36,RE,1,,18465.0,1976,1976-02-02 11:15:00,169,271.3,168.3,3.29,8.12,356.5,12.75,99.37,271.4493689416418,165.1497960640949,3.3511711177052415,8.127095944609298,,12.744046488625129,99.48047092270698,8.3,330,1.78,2.88,56,9.234,0.01,1.2,0.06,0.2,,1.41,0.15,0.2,,9,6,32,6.6,1.6,0.0125,4,2.2,1.6,1.5,,20,0.5,0.1,1,,0.025,,,,,,,1976,2,2
37,RE,1,,18520.0,1976,1976-02-09 14:45:00,171,245.3,154.3,3.56,8.08,340.6,12.79,100.4,244.54746161321697,150.54341736909637,3.3137414965986327,8.096841593780377,,12.787619047619026,99.72176175114858,8.3,330,1.78,2.84,56,9.234,0.006,1.2,0.04,0.25,,1.456,0.17,0.2,,9.2,7,32,6.1,1.6,0.0125,8,2.4,1.7,0.5,,10,1,0.1,1,,0.025,,,,,,,1976,2,9
38,RE,1,,18564.0,1976,1976-02-16 11:45:00,165,261,157.9,3.51,8.06,349.1,12.49,97.91,260.85766868686875,154.94945520000005,3.8138232323232324,8.078516161616157,,12.477850505050496,98.59856731594728,8.2,340,1.88,3,60,9.234,0.01,1.4,0.04,0.3,,1.71,0.17,0.25,,13,7,24,7.9,1.8,0.0125,6,2.4,2,2.8,,10,3,0.1,0.5,,0.025,,,,,,,1976,2,16
39,RE,1,,18634.0,1976,1976-02-23 12:30:00,169,253.7,156.6,3.82,8.15,344.4,12.8,101.2,253.14571442687725,154.01385265731213,3.978795454545454,8.156754940711469,,12.78827865612652,101.49040000353126,8.2,340,1.94,3.08,61.6,9.72,0.01,1.7,0.01,0.3,,2.01,0.15,0.15,,9,7,25,6.9,1.8,0.03,8,2.8,1.5,3.9,,10,1,0.1,2,,0.025,,,,,,,1976,2,23
40,RE,1,,18709.0,1976,1976-03-01 10:45:00,166,251,152.9,4.5,8.23,344.8,13.22,106.4,250.3255631262525,149.5945565242485,4.602318637274549,8.249718436873748,,13.215864729458916,106.60642989591193,8.2,330,1.94,3.04,61.6,9.72,0.008,1.4,0.03,0.2,,1.6079999999999999,0.17,0.35,0.2,9,7,29,6.7,1.8,0.04,5,2.5,1.8,1,,5,1,0.1,1,,0.025,,,,,,,1976,3,1
41,RE,1,,18797.0,1976,1976-03-08 10:45:00,168,246.4,152.2,4.89,8.31,340,13.11,106.5,245.61411210317468,148.54741500000003,4.736147817460305,8.317130952380953,,13.108345238095232,106.10752872386668,8.2,300,1.96,2.96,62.4,9.72,0.005,1.3,0.04,0.2,,1.505,0.16,0.35,0.15,8.2,6,29,6.1,1.6,0.0125,11,2.6,2.1,6.7,,10,1,0.1,1,,0.025,,,,,,,1976,3,8
42,RE,1,,18885.0,1976,1976-03-15 11:45:00,169,223,139.2,4.62,8.41,337.8,13.24,106.9,222.48244871794876,135.35832180000003,4.455523668639051,8.426902366863905,,13.2351923076923,106.35500658916939,8.2,280,1.64,2.48,50.4,9.234,0.006,1.1,0.09,0.2,,1.306,0.14,0.2,0.2,9,5,28,6.6,1.6,0.0125,3,2.4,1.5,1.3,,10,1,0.1,2,,0.025,,,,,,,1976,3,15
43,RE,1,,18975.0,1976,1976-03-22 11:00:00,167,223.9,138.6,5.54,8.42,347.2,12.85,106.2,223.50834695912192,134.3732181918241,5.523031904287122,8.438001994017954,,12.847066799601185,106.12688364673353,8.3,310,1.86,2.88,58.4,9.72,0.01,1.2,0.05,0.35,,1.56,0.14,0.2,0.15,9.2,5,32,6.4,1.8,0.0125,9,2,1.3,5.6,,5,1,0.1,2,,0.025,,,,,,,1976,3,22
44,RE,1,,19024.0,1976,1976-03-29 11:00:00,168,224.5,139.5,5.62,8.43,347.4,12.59,104.3,223.83113392857115,135.37306979999985,5.643175595238097,8.443875992063504,,12.59209424603174,104.34163578996245,8.3,340,1.92,2.88,60.8,9.72,0.01,1.2,0.03,0.2,,1.41,0.13,0.2,0.2,9.4,4,31,6.9,1.7,0.04,6,2.6,2.2,1.9,,10,1,0.1,2,,0.025,,,,,,,1976,3,29
45,RE,1,,19080.0,1976,1976-04-05 10:30:00,168,240.8,149,7.45,8.43,351.1,12.45,108.0,239.94086169154306,145.11623315104524,7.501310447761194,8.43502885572138,,12.442414925373138,108.05685668093484,8.3,300,1.82,2.84,57.6,9.234,0.007,1.2,0.03,0.3,,1.507,0.14,0.2,0.15,9.2,3,25,6.7,1.7,0.03,5,2.7,1.8,4.4,,10,1,0.1,2,,0.025,,,,,,,1976,4,5
46,RE,1,,19204.0,1976,1976-04-12 10:30:00,168,264.7,163.8,7.65,8.42,347.1,12.05,105.0,264.7040119047614,160.0929863999997,7.833418650793647,8.418386904761899,,12.046517857142856,105.48495445763923,8.2,300,1.78,2.88,57.6,8.262,0.01,1.1,0.1,0.25,,1.36,0.12,0.2,0.2,8.2,3,30,6.2,1.5,0.03,9,2.1,1.7,5.3,,10,1,0.1,2,,,,,,,,,1976,4,12
47,RE,1,,19254.0,1976,1976-04-19 10:45:00,168,259.3,160.1,9.04,8.55,349.5,11.83,106.7,259.00663366336596,156.64721203960374,9.130681188118816,8.531970297029702,,11.82729405940595,106.90938651832067,8.2,300,1.8,2.76,58.4,8.262,0.008,1,0.03,0.3,,1.308,0.12,0.2,0.15,8,3,31,6.5,1.6,0.0125,5,2.5,1.8,3.5,,10,1,0.1,2,,,,,,,,,1976,4,19
48,RE,1,,19308.0,1976,1976-04-26 10:30:00,168,259.6,159.5,10.44,8.61,343.3,11.32,105.6,259.160166003976,156.74006839920466,10.506835984095435,8.60033499005966,,11.31719880715706,105.72459603418534,8.6,310,1.84,2.88,59.2,8.748,0.008,1,0.07,0.3,,1.308,0.11,0.2,0.15,8.2,3,33,6.1,1.7,0.0125,7,2.6,1.8,2.4,,5,1,0.1,1,,,,,,,,,1976,4,26
49,RE,1,,19381.0,1976,1976-05-03 11:45:00,169,275,169.9,9.31,8.39,352.4,11.52,104.6,275.1420167322838,167.3964029799215,9.393313976377968,8.379709645669287,,11.523794291338584,104.82940846809937,8.4,320,1.8,2.8,59.2,7.776,0.01,1.1,0.03,0.3,,1.41,0.11,0.2,0.1,8,4,31,6.7,1.8,0.0125,6,2.3,1.6,3.9,,5,1,0.1,0.5,,0.06,,,,,,,1976,5,3
50,RE,9,versehentlich ausgeschüttet,19443.0,1976,1976-05-10 09:45:00,166,280.5,170.2,11.67,8.59,345.6,12.01,115.3,280.8615140562249,167.8428408,11.688173694779119,8.573062248995988,,12.011474616292816,115.35436067612405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,5,10
51,RE,1,,19515.0,1976,1976-05-17 10:00:00,168,333.7,204.9,12.4,8.51,342.3,11.56,112.8,333.5099217046582,201.70680064697729,12.463995044598612,8.506574826560948,,11.559003964321093,113.00460957487316,8.5,310,1.6,2.6,51.2,7.776,0.02,0.8,0.05,0.3,,1.12,0.08,0.15,0.15,8.2,3,30,6,1.5,0.05,12,3,2.4,6.5,,10,1,0.3,2,,0.025,,,,,,,1976,5,17
52,RE,1,,19608.0,1976,1976-05-24 10:30:00,169,349.5,215.8,13.94,8.24,338.6,10.73,108.4,349.1880890207713,212.4460333602373,13.996895153313549,8.2728684470821,,10.72961622156281,108.57068887682799,8.3,280,1.58,2.52,51.2,7.29,0.03,0.5,0.03,0.35,,0.88,0.06,0.2,0.15,7.8,3,28,5.9,1.6,0.0125,10,3.1,2.4,5.3,,5,2,0.4,1,,,,,,,,,1976,5,24
53,RE,1,,19681.0,1976,1976-05-31 11:15:00,169,353.6,220.1,13.84,8.17,330.6,10.27,103.6,353.2341006910173,214.90762686041492,13.900947680157941,8.20655676209279,,10.263722606120437,103.63597526865354,8.3,280,1.56,2.48,48.8,8.262,0.02,0.6,0.04,0.35,,0.97,0.07,0.15,0.1,6.8,3,28,5.6,1.6,0.0125,7,2.5,2,4.5,,5,1,0.4,2,,,,,,,,,1976,5,31
54,RE,1,,19760.0,1976,1976-06-07 10:30:00,167,558.1,344,13.18,8.24,327.3,10.2,101.3,557.6730837487538,335.2730579497508,13.204562313060796,8.23899002991027,,10.192907278165485,101.33362987982504,8.5,300,1.62,2.68,53.6,6.804,0.02,0.8,0.09,0.25,,1.07,0.07,0.15,0.1,13,4,33,9,1.6,0.15,12,3.6,2.9,25,,5,2,0.1,2,,,,,,,,,1976,6,7
55,RE,1,,19794.0,1976,1976-06-14 11:00:00,168,477.4,299.1,15.95,8.37,328.6,9.83,103.8,477.54851236399594,288.82134027774475,15.912874381800219,8.36924035608308,,9.820049455984185,103.58621028560094,8.3,280,1.56,2.44,48,8.748,0.01,0.6,0.03,0.3,,0.91,0.05,0.15,0.1,8,4,32,5.3,1.5,0.11,8,3,2.4,14,,10,1,0.1,2,,0.025,,,,,,,1976,6,14
56,RE,1,,19815.0,1976,1976-06-21 09:45:00,167,417.4,260.3,17.8,8.36,318.5,8.87,97.32,417.2377632367626,250.84334325794168,17.766448551448534,8.370569430569423,,8.859528471528474,97.14314589333087,8.2,270,1.5,2.32,48,7.29,0.008,0.5,0.04,0.3,,0.808,0.04,0.1,0.1,6.8,4,29,5.3,1.5,0.07,10,2.8,2.2,9.2,,20,1,0.1,1,,,,,,,,,1976,6,21
57,RE,1,,19863.0,1976,1976-06-28 10:30:00,169,356,225.7,20.58,8.55,313.2,8.33,96.6,355.47038142292456,216.2681800577073,20.51624407114623,8.56854347826087,,8.328468379446651,96.46314820486502,8.2,270,1.44,2.2,46.4,6.804,0.01,0.3,0.01,0.4,,0.71,0.03,0.1,0.1,7,4,28,5.5,1.5,0.04,8,3.4,2.4,5.9,,10,1,0.1,1,,,,,,,,,1976,6,28
58,RE,1,,19887.0,1976,1976-07-05 11:00:00,168,300.3,191.4,22.61,8.6,298.2,8.13,97.98,300.35452621167195,181.6544174528192,22.589679525222547,8.612684470820959,,8.130588526211671,97.95263278582001,8.3,260,1.46,2.08,44.8,8.262,0.008,0.2,0.01,0.3,,0.508,0.02,0.1,0.05,6.8,4,27,5.5,1.5,0.0125,13,3.6,2.6,8.6,,10,1,0.1,2,,,,,,,,,1976,7,5
59,RE,1,,19921.0,1976,1976-07-12 10:45:00,168,272.8,173.5,22.79,8.02,,7.14,86.34,272.7835660377365,164.97950073962303,22.834051638530298,8.020091360476657,,7.134429990069516,86.34245500377018,8.3,260,1.42,2.04,43.2,8.262,0.008,0.2,0.08,0.25,,0.458,0.03,0.1,0.1,7.2,3,33,5.7,1.4,0.04,7,3,2.3,5.7,,5,1,0.1,0.5,,0.025,,,,,,,1976,7,12
60,RE,1,,19946.0,1976,1976-07-19 11:00:00,168,280.7,179.4,22.88,7.99,,7.43,90.0,281.0329920713574,169.96875360475696,22.923069375619423,7.98490188305253,,7.427451932606544,90.03694089715096,8.2,270,1.42,2.04,43.2,8.262,0.008,0.2,0.01,0.25,,0.458,0.03,0.2,0.05,8,2,32,5.9,1.6,0.06,8,3.1,2.2,7.8,,5,1,0.1,1,,,,,,,,,1976,7,19
61,RE,1,,20023.0,1976,1976-07-26 10:15:00,167,351.8,222.4,20.64,7.98,,8.11,94.16,351.5624661354586,211.3593546406377,20.709617529880525,7.977896414342632,,8.108757968127488,94.2702475954298,8.3,270,1.42,2.16,43.2,8.262,0.007,0.5,0.05,0.35,,0.857,0.04,0.1,0.05,7.2,2,28,5.7,1.6,0.03,9,4.3,2.4,16,,10,1,0.1,2,,,,,,,,,1976,7,26
62,RE,1,,20071.0,1976,1976-08-02 10:45:00,168,555.4,348.7,18.18,8.25,,10.03,110.9,555.238451038576,335.8082151881308,18.26230662710188,8.25191790306627,,10.022595450049451,111.01252445919452,8.3,280,1.6,2.48,48.8,9.234,0.0025,1.1,0.01,0.25,,1.353,0.04,0.05,0.025,7.2,4,25,5,1.6,0.2,13,5.4,2.7,64,,10,6,0.1,4,,,,,,,,,1976,8,2
63,RE,1,,20124.0,1976,1976-08-09 12:15:00,170,412.3,262.6,19.18,8.4,,9.88,111.5,411.9536361848576,252.11562534513286,19.21226253687314,8.417993117010814,,9.878507374631264,111.52443691721268,8.2,270,1.52,2.28,46.4,8.748,0.0025,0.6,0.02,0.2,,0.803,0.03,0.1,0.05,7,3,28,5.5,1.5,0.07,11,3,2,1.2,,5,3,0.1,2,,0.05,,,,,,,1976,8,9
64,RE,4,Pb unsicher: Wartung? Ende von HW,20166.0,1976,1976-08-16 10:30:00,166,385.3,240.2,19.36,8.21,,9.17,103.8,384.41007923771303,229.7234633524573,19.408284854563693,8.226914744232698,,9.17277031093279,103.96072333288613,8.4,250,1.46,2.12,43.2,9.234,0.0025,0.6,0.01,0.25,,0.852,0.03,0.1,0.05,6.4,2,27,5.6,1.5,0.06,7,3.1,1.8,9.1,,5,1,0.1,4,,,,,,,,,1976,8,16
65,RE,1,,20190.0,1976,1976-08-23 15:00:00,173,349.4,225.7,19.48,8.18,,8.77,99.54,348.9922492753625,217.35237284869578,19.48446473429951,8.200027053140102,,8.766455072463781,99.5056577778208,8.4,260,1.5,2.12,46.4,8.262,0.0025,0.5,0.01,0.15,,0.652,0.03,0.05,0.05,7,2,31,5.8,1.5,0.09,12,2.9,1.8,7.7,,20,1,0.1,1,,,,,,,,,1976,8,23
