,Kürzel,Status Nr. ,Bemerkung,Labornummer,Jahr,Datum,Dauer,Mittl.Abfluss,Abflussumme,Temp.(BAFU),pH(BAFU),Leitf. 25°C(BAFU),Sauerstoff,Sauerstoffsätt.%,Mittl.Abfluss.1,Abflussumme.1,Temp.(BAFU).1,pH(BAFU).1,Leitf. 25°C(BAFU).1,Sauerstoff.1,Sauerstoffsätt.%.1,pH (EAWAG),Leitf.20°C (EAWAG),Gesamthärte,Alkalinität,Calcium,Magnesium,Nitrit,Nitrat,Ammonium,Kjeldahl-Stickstoff,Gesamt-Stickstoff (filtriert),Gesamt-Stickstoff,DRP,Gesamt-Phosphor,Gesamt-Phosphor (filtriert),Chlorid,Kieselsäure,Sulfat,Natrium,Kalium,Eisen,Chem.Sauerstoffbedarf,TOC,DOC,Schwebstoffe,Chrom,Zink,Kupfer,Cadmium,Blei,Nickel,Quecksilber,NP,NP1EO,NP2EO,NP3EO,Calcium (IC),Status Nr.,year,month,day
705,RE,1,,50666.0,1996,1996-09-16 11:00:00,336,395,477.7,17.1,8.1,309,9.9,107.0,394.2823287059986,476.923904802776,17.06552999504206,8.122908279623203,,9.872195835399115,106.69218996908512,8.2,286,1.5,2.37,44.8896,9.238560000000001,,0.97,,,,1.26,0.011,0.031,,7.1,2.2,27.9,6,1.73,,,3.7,2.7,8,1.13,4,0.9,0.01,0.29,,,,,,,,,1996,9,16
706,RE,1,,50677.0,1996,1996-09-30 10:15:00,335,384,463.1,14.6,8.1,319,10.3,106.0,383.02701789264404,461.93058357852874,14.649457256461233,8.097138667992043,,10.293583001988052,105.66335397427478,8.17,296,1.55,2.44,45.29039999999999,10.21104,,0.97,,,,1.28,0.014,0.035,,7,3.5,27.1,6.5,1.87,,,4.2,2.8,6.7,0.37,3,1,0.01,0.22,0.47,,,,,,,,1996,9,30
707,RE,1,,50688.0,1996,1996-10-14 11:00:00,337,332,402.7,13.4,8.1,325,10.6,106.0,331.8951311881192,402.65517315742625,13.449661386138578,8.088279207920783,,10.557236633663358,105.53392562062717,8.22,278,1.57,2.44,46.492799999999995,9.96792,,1,,,,1.53,0.011,0.026,,7.2,3.4,27.9,6.2,1.72,,,3.1,2.3,3.7,0.44,4,0.8,0.01,0.22,0.49,,,,,,,,1996,10,14
708,RE,1,,50701.0,1996,1996-10-28 10:55:00,336,406,490.5,12,8.1,345,10.8,104.0,405.3605099206353,490.32407280000047,11.977567460317445,8.111230654761897,,10.768752976190449,104.11249505558605,8.25,306,1.7,2.77,50.9016,10.45416,,1.18,,,,1.56,0.017,0.04,,7.2,4.3,25.1,5.9,1.82,,,4.4,3.1,7,1.89,9,2,0.02,0.56,0.76,,,,,,,,1996,10,28
709,RE,1,,50715.0,1996,1996-11-11 11:00:00,336,394,476.3,10.6,8.1,341,11.1,104.0,393.0280749007943,475.4067594000008,10.591585317460307,8.054049107142871,,11.139092757936499,104.26931770983789,8.1,299,1.67,2.66,49.6992,10.45416,,1.43,,,,1.84,0.016,0.037,,7,4.5,27,6.2,1.9,,,3.2,2.2,5.3,0.22,4,1,0.01,0.25,0.73,,,,,,,,1996,11,11
710,RE,1,,50726.0,1996,1996-11-25 09:30:00,335,392,471.9,8.8,8.1,353,11.4,102.0,391.2262944693572,471.8189111300448,8.795242650722464,8.065545590433477,,11.427630792227193,102.45824239015035,8.16,311,1.8,2.86,54.909600000000005,10.45416,,1.47,,,,1.72,0.022,0.041,,7.6,4.6,27.3,6.6,1.93,,,3.2,2.1,3.3,0.59,7,0.9,0.01,0.2,0.66,,,,,,,,1996,11,25
711,RE,1,,50737.0,1996,1996-12-09 10:50:00,337,454,550.9,6.6,8.2,382,12.4,105.0,453.42137845849766,550.0908163458494,6.646033102766806,8.169957015810253,,12.355421936758864,105.02529333610339,8.08,324,1.85,3.04,53.7072,12.399120000000002,,1.56,,,,1.99,0.025,0.049,,9.7,5.2,28.4,7.5,1.85,,,3.7,2,11,0.49,6,0.9,0.01,0.48,0.65,,,,,,,,1996,12,9
712,RE,1,,50748.0,1996,1996-12-20 10:45:00,264,417,396.6,5.7,8.2,372,12.8,106.0,417.0215637626267,396.33729420000043,5.692897095959595,8.16397032828288,,12.751945707070709,105.80087690450286,8.1,316,1.83,2.96,55.310399999999994,10.9404,,1.56,,,,1.78,0.023,0.042,,7.9,6,29.5,6.4,1.84,,,2.6,1.7,2.3,0.28,5,0.7,0.01,0.17,0.64,,,,,,,,1996,12,20
713,RE,1,,50757.0,1997,1997-01-06 10:30:00,408,429,629.6,4.1,8.2,378,13.2,105.0,428.4693107113657,629.3357235728539,4.105534341782506,8.178481602616495,,13.166149632052337,104.8370190984525,7.99,327,1.86,3.01,56.111999999999995,11.183520000000001,,1.71,,,,2.49,0.029,0.049,,7.8,5.3,29.6,6.1,1.79,,,2.6,2,8,0.99,7,1.2,0.02,0.46,0.9,,,,,,,,1997,1,6
714,RE,1,,50767.0,1997,1997-01-20 09:50:00,335,302,364.5,2.8,8.2,371,13.7,106.0,301.9839279324052,364.1926170864807,2.8106540755467195,8.162450795228658,,13.728991550695815,105.64180204845071,7.99,316,1.79,2.8,54.909600000000005,10.21104,,1.58,,,,1.81,0.015,0.035,,8.8,5.2,33,6.9,1.87,,,2.2,1.7,1.7,,,,,,,,,,,,,,1997,1,20
715,RE,1,,50777.0,1997,1997-02-03 09:20:00,336,277,334.8,3.6,8.3,376,13.7,107.0,277.46379483358163,335.6202062307004,3.589070541480384,8.272800214247445,,13.6623651266766,107.32130174211468,8.12,326,1.78,2.85,54.108000000000004,10.45416,,1.56,,,,1.89,0.02,0.036,,9.1,5,32.6,7.7,1.96,,,2.7,2.1,1,0.25,3,0.8,0.01,0.1,0.56,,,,,,,,1997,2,3
716,RE,1,,50787.0,1997,1997-02-14 09:30:00,264,250,238.1,4,8.3,376,13.5,107.0,249.85821451104297,237.4652470712952,3.9700365930599366,8.322097160883278,,13.54112429022084,107.44044046061555,8.27,314,1.8,2.84,54.108000000000004,10.9404,,1.59,,,,1.77,0.019,0.031,,9.2,4.8,32.5,7.2,1.86,,,2.5,2.4,2.3,0.25,4,0.9,0.01,0.26,0.66,,,,,,,,1997,2,14
717,RE,1,,50816.0,1997,1997-03-03 09:00:00,408,354,519.5,5,8.3,389,12.9,105.0,353.83015541922225,519.7057322797538,5.013391411042964,8.309319018404885,,12.916646216768891,105.30965370899366,8.28,340,1.9,3.08,57.31439999999999,11.426639999999999,,1.94,,,,2.16,0.036,0.06,,9.6,4.7,28,7.8,2.18,,,2.8,2.1,12,0.25,3,0.5,0.01,0.1,0.25,,,,,,,,1997,3,3
718,RE,1,,50826.0,1997,1997-03-17 09:10:00,336,314,379.7,6.6,8.3,371,12.9,109.0,313.60421269211827,379.3356556723862,6.584062964799204,8.299658899355476,,12.877805156172526,109.29457953893794,8.52,320,1.87,2.95,56.111999999999995,11.426639999999999,,1.63,,,,1.81,0.021,0.039,,8.7,4.3,31.5,6.9,1.82,,,2.6,1.9,3.7,0.62,4,1.2,0.01,0.1,0.74,,,,,,,,1997,3,17
719,RE,1,,50846.0,1997,1997-04-01 08:45:00,360,301,389.6,7,8.4,363,12.5,107.0,301.1714564411491,390.3182075477292,7.0449828544949105,8.387874420759951,,12.492805838739592,107.26433827340823,8.44,323,1.77,2.83,52.9056,10.9404,,1.52,,,,1.79,0.02,0.052,,8.4,4.2,30.4,7.5,2.05,,,3,2,5,0.25,,1.6,0.02,1.15,1.65,,,,,,,,1997,4,1
720,RE,1,,50856.0,1997,1997-04-14 08:10:00,311,312,349.6,8.4,8.4,356,12,106.0,311.6279095289076,348.89860750856496,8.37929496788008,8.392347965738743,,11.978700749464661,106.31215671975544,8.4,302,1.77,2.81,54.5088,9.96792,,1.44,,,,1.56,0.017,0.034,,8,3.9,31.5,6.7,1.81,,,3,1.9,5,0.25,1,1.1,0.005,0.1,0.46,,0.13,0.04,0.04,,,,1997,4,14
721,RE,1,,50866.0,1997,1997-04-26 08:40:00,288,286,296.7,9.5,8.4,357,11.5,105.0,286.11091912189477,296.63980094558053,9.526410167533225,8.43763373772384,,11.475348931253638,104.72395030603789,8.37,307,1.73,2.75,52.9056,9.96792,,1.25,,,,1.54,0.015,0.033,,8.7,3.5,32.9,7.1,1.94,,,2.3,1.7,6.7,0.25,1,0.5,0.01,0.1,0.43,,0.11,0.09,0.04,,,,1997,4,26
722,RE,1,,50876.0,1997,1997-05-12 09:30:00,385,382,528.6,10,8.3,351,11.3,104.0,381.18712689475956,528.3253578761368,9.99280294499782,8.281326548289297,,11.302182763100905,104.30287730137334,8.37,306,1.71,2.78,50.9016,10.697280000000001,,1.23,,,,1.64,0.02,0.045,,7.7,3.9,28.9,6.9,1.89,,,2.3,1.7,13,0.25,1,0.7,0.02,0.27,0.48,,,,,,,,1997,5,12
723,RE,1,,50886.0,1997,1997-05-26 08:25:00,335,413,497.5,12.8,8.4,342,11,108.0,412.29768606965206,497.23100940000035,12.800997014925382,8.353887064676625,,10.96912388059702,108.0620902026468,8.43,300,1.65,2.66,50.1,9.724800000000002,,1.11,,,,1.48,0.015,0.049,,7.5,3.6,32.3,6.4,1.62,,,4,2.3,12.7,0.67,2,0.6,0.01,0.1,0.49,,,,,,,,1997,5,26
724,RE,1,,50896.0,1997,1997-06-09 09:00:00,337,437,529.3,15.7,8.4,332,10.2,107.0,437.0235096582467,530.196921917385,15.664285785042045,8.364119861317487,,10.192803863298675,106.94933847136451,8.41,286,1.62,2.52,50.1,8.99544,,1.09,,,,1.4,0.017,0.04,,7.5,3.8,34.4,6.2,1.81,,,2.8,1.7,15.7,0.25,1,0.9,0.03,0.1,0.76,,,,,,,,1997,6,9
725,RE,1,,50907.0,1997,1997-06-20 09:35:00,265,473,450.3,18.1,8.3,323,9.5,105.0,472.91941309823653,451.16512009571767,18.05859005037785,8.29057934508815,,9.51560957178842,104.96152820736549,8.41,283,1.59,2.48,48.096,9.48168,,0.89,,,,1.24,0.027,0.062,,7.1,3.5,30.8,6.4,2.01,,,3.3,1.8,15.7,0.25,2,0.4,0.01,0.1,0.42,,0.045,0.04,0.15,,,,1997,6,20
726,RE,1,,50918.0,1997,1997-07-07 08:50:00,407,652,956.3,16.2,8.3,330,10.1,107.0,651.673823168235,954.8324857060979,16.167949242734313,8.265152681129743,,10.063072861236176,106.72611790391105,8.32,292,1.64,2.61,49.6992,9.724800000000002,,1.02,,,,1.16,0.019,0.067,,6.8,3.8,30.4,6,1.72,,,4.4,3.5,53,0.82,6,1.8,0.02,0.8,1.12,,0.045,0.04,0.08,,,,1997,7,7
727,RE,2,Pumpe defekt,50929.0,1997,1997-07-21 09:40:00,337,786,953.3,17.5,8.3,320,10.5,114.0,785.5152483918841,952.9870993490339,17.486516575952503,8.306236516575941,,10.464836714497833,114.08687987351918,8.39,283,1.63,2.56,48.8976,9.96792,,0.97,,,,1.23,0.01,0.058,,6.2,3.2,28.5,5.7,1.5,,,2.7,2.3,39.7,0.25,4,1.4,0.02,0.79,1.06,,0.045,0.04,0.09,,,,1997,7,21
728,RE,2,Pumpe defekt,50940.0,1997,1997-08-04 09:15:00,336,791,955.4,17.8,8.2,311,10.5,115.0,790.4965913604788,956.1846769096351,17.767650943396244,8.229801390268113,,10.484835153922527,114.96717559442124,8.37,285,1.54,2.44,46.09199999999999,9.48168,,0.98,,,,1.16,0.014,0.051,,6.4,3.6,28.7,5.4,1.61,,,3.8,2.5,33.7,0.25,5,1.5,0.01,0.77,0.89,,0.045,0.04,0.04,,,,1997,8,4
729,RE,1,,50953.0,1997,1997-08-18 09:20:00,336,641,775.4,20.5,8.2,295,9.3,108.0,639.9935396825415,774.1361856000021,20.534164682539668,8.157430555555546,,9.299184523809528,107.74370922477789,8.33,284,1.44,2.24,42.4848,9.238560000000001,,0.8,,,,1.14,0.009,0.031,,5.7,2.9,29.3,5.3,1.5,,,3.4,2.6,16,0.47,2,1,0.01,0.34,0.96,,0.045,0.04,,,,,1997,8,18
730,RE,1,,50965.0,1997,1997-09-01 08:20:00,335,507,611.1,21.8,8.1,287,8.8,104.0,506.44928805970096,610.7778413999994,21.80920497512435,8.080516417910454,,8.776062686567164,104.19289980208026,8.34,268,1.38,2.16,40.4808,8.99544,,0.73,,,,1.13,0.005,0.036,,6.4,1.9,28.6,5.8,1.53,,,4,2.5,16.7,0.69,3,1.1,0.01,0.54,0.99,,,,,,,,1997,9,1
731,RE,1,,50984.0,1997,1997-09-15 09:20:00,337,448,544,19.9,8.1,294,9.1,104.0,448.4859861523243,544.1031983999999,19.8653100890208,8.111973293768536,,9.089985163204737,103.95521539985808,8.35,274,1.42,2.2,41.6832,9.238560000000001,,0.71,,,,1.02,0.009,0.034,,6.1,2,28.8,5.7,1.49,,,2.4,1.9,34,0.59,2,0.8,0.01,0.35,0.94,,0.045,0.04,,,,,1997,9,15
732,RE,1,,51002.0,1997,1997-09-29 09:30:00,336,348,421.7,18.1,8.2,295,9.6,106.0,347.99009320773416,420.9288167440753,18.15290778383738,8.19193406048586,,9.585061477441748,105.93072172561922,8.41,275,1.44,2.21,42.4848,9.238560000000001,,0.86,,,,1.17,0.009,0.032,,7,1.5,33.6,5.9,1.7,,,2.4,1.6,4,0.83,3,1.1,0.02,0.31,0.81,,0.045,0.04,,,,,1997,9,29
733,RE,1,,51017.0,1997,1997-10-13 09:25:00,336,282,341.3,16.8,8.1,305,9.5,102.0,282.1290049603169,341.26324439999934,16.825390376984092,8.134328373015887,,9.528880456349228,102.46778190816111,8.43,276,1.45,2.27,41.6832,9.96792,,0.86,,,,1.11,0.01,0.027,,6.8,3.6,30.8,7.1,1.9,,,3.2,2.1,2.7,0.25,2,0.8,0.01,0.2,0.64,,0.14,0.04,0.04,,,,1997,10,13
734,RE,2,Pumpe defekt,51029.0,1997,1997-10-27 09:10:00,336,332,401.3,13.2,8.1,321,10.2,102.0,331.6694270109243,401.187338912414,13.226347567030755,8.058911618669333,,10.243107745779549,101.88255665854608,8.4,279,1.52,2.49,45.29039999999999,9.48168,,1.03,,,,1.31,0.01,0.055,,6,4.9,24.1,5.5,1.77,,,4,3.2,7,1.12,3,1.7,0.01,0.58,1.36,,0.045,0.04,0.04,,,,1997,10,27
735,RE,1,,51041.0,1997,1997-11-10 09:10:00,336,275,332.5,10.3,8.0,331,11,102.0,274.8739905754005,332.48757900000453,10.307594246031755,8.0286056547619,,10.956507440476193,101.87310056212903,8.43,300,1.57,2.46,46.492799999999995,9.96792,,1.01,,,,1.37,0.01,0.034,,7.6,3.8,32.1,7.1,1.96,,,3.1,2.7,3.7,0.25,2,0.7,0.02,0.1,0.83,,0.1,0.04,0.04,,,,1997,11,10
736,RE,1,,51052.0,1997,1997-11-24 10:30:00,337,241,292.6,9.3,8.0,334,11.3,102.0,240.2347178853787,291.45275973854143,9.249786561264836,7.993889328063231,,11.286039525691702,102.31138622000654,8.36,299,1.62,2.47,48.49679999999999,9.96792,,1.21,,,,1.33,0.01,0.031,,7.6,3.9,32,7.2,1.96,,,2.2,1.6,3,1.3,2,0.9,0.07,0.23,0.69,,0.14,0.04,0.04,,,,1997,11,24
737,RE,1,,51063.0,1997,1997-12-08 09:35:00,335,215,258.9,8.1,8.2,340,11.7,103.0,214.6619333664842,258.88229163997994,8.129664346096472,8.168854301342636,,11.669013923421192,102.9298543160654,8.38,303,1.62,2.51,49.298399999999994,9.48168,,1.4,,,,1.72,0.01,0.039,,7.8,3.6,32.1,7.3,1.86,,,3.4,1.8,1.3,0.78,4,1.4,0.01,0.56,1.03,,0.15,0.04,0.04,,,,1997,12,8
738,RE,1,,51075.0,1997,1997-12-22 08:55:00,335,344,414.7,6.7,8.1,360,12.3,105.0,343.51763568588456,414.28226863717686,6.707173956262427,8.140872763419493,,12.275726143141153,104.50891189505707,8.38,315,1.73,2.82,52.104,10.45416,,1.54,,,,2.02,0.03,0.074,,8.4,4.4,26.8,7.3,2.15,,,3.8,2,23.7,0.71,2,1.2,0.01,0.41,0.82,,0.045,0.04,0.04,,,,1997,12,22
739,RE,1,,51086.0,1998,1998-01-05 09:00:00,336,419.04,506.87,6.34,8.15,365.55,12.56,105.9,418.4380684523805,506.1426875999995,6.344260416666662,8.146347718253987,,12.559542162698412,105.94850242403218,8.48,324,1.77,2.9,53.7072,10.45416,,1.33,,,,1.82,0.03,0.059,,7.4,4.6,27.4,6.2,1.88,,,4,2.1,20.7,0.67,2,0.9,0.01,0.22,0.79,,0.18,0.04,0.04,,,,1998,1,5
740,RE,1,,51097.0,1998,1998-01-19 09:15:00,336,363.59,440.12,5.77,8.2,376.06,12.85,106.81,363.2968429137758,439.4438611885032,5.771104063429137,8.20467195242813,,12.85257779980175,106.84944116768483,8.39,332,1.83,2.94,55.71119999999999,10.697280000000001,,1.58,,,,1.77,0.024,0.046,,7.7,5.7,28,6.7,1.87,,,2.2,2,5.3,0.67,2,0.9,0.01,0.22,0.79,,0.24,0.08,0.04,,,,1998,1,19
741,RE,1,,51108.0,1998,1998-02-02 09:10:00,336,321.97,389.36,4.68,8.21,382.38,13,105.07,321.9166084367243,389.39032956506173,4.681840694789079,8.212214888337424,,13.003550868486363,105.11088096261996,8.46,336,1.83,2.96,56.111999999999995,10.45416,,1.56,,,,2.08,0.023,0.044,,9.1,5.2,29.7,7.4,1.95,,,2.2,1.9,1.3,0.64,2,1,0.01,0.19,0.77,,0.38,0.17,0.04,,,,1998,2,2
742,RE,1,,51119.0,1998,1998-02-13 09:40:00,264,251,239.01,3.89,8.23,366.91,13.36,105.71,250.45071896660232,238.02836330585882,3.8814505356017617,8.227172022684286,,13.361696456086255,105.77047310583754,8.45,329,1.78,2.82,54.5088,10.21104,,1.53,,,,1.62,0.018,0.028,,8.8,4.9,33.1,7.3,1.87,,,2.4,1.7,1.7,0.71,2,1.2,0.01,0.12,0.89,,0.35,0.15,0.04,,,,1998,2,13
743,RE,1,,51139.0,1998,1998-03-02 09:00:00,407,241.72,354.45,5.19,8.21,367.33,12.96,106.15,241.09109779050752,353.2466764826516,5.191877250409159,8.208214402618642,,12.964198854337118,106.18574511639642,8.52,328,1.78,2.87,54.5088,10.21104,,1.54,,,,1.82,0.016,0.026,,9.3,4.2,31.4,7.6,1.94,,,2.6,1.9,1.7,1.03,2,1.1,0.01,1,0.93,,,,,,,,1998,3,2
744,RE,1,,51150.0,1998,1998-03-16 09:40:00,337,288.22,349.32,5.98,8.22,370.36,12.44,104.01,288.0246029702971,349.43144832356444,5.984443069306928,8.224131188118792,,12.440873015873036,103.99172455784894,8.51,327,1.79,2.94,54.5088,10.45416,,1.56,,,,1.91,0.023,0.034,,9.2,4.4,28.5,7.6,1.85,,,3.6,2.4,4.3,3.31,3,1.2,0.02,0.27,1.1,,0.21,0.12,0.04,,,,1998,3,16
745,RE,1,,51161.0,1998,1998-03-30 08:30:00,335,327.77,395.09,6.58,8.2,371.03,,,327.477275261324,394.93759396515674,6.582212045793931,8.196562468889974,,,,8.55,338,1.84,2.98,56.111999999999995,10.697280000000001,,1.68,,,,2.03,0.02,0.032,,9.1,5,31.1,7.3,1.85,,,4.1,2.8,6.3,0.59,6,1.6,0.02,0.56,0.92,,0.17,0.04,0.04,,,,1998,3,30
746,RE,1,,51172.0,1998,1998-04-14 09:30:00,361,339.1,440.69,8.07,8.21,352.56,,,338.862390120037,440.3855622000001,8.065953831948303,8.205731763619584,,,,8.64,316,1.8,2.83,54.5088,10.697280000000001,,1.37,,,,1.6,0.013,0.029,,8.5,4,31.5,7.4,1.81,,,2.7,2.5,7,,,,,,,,0.16,0.04,0.04,0.04,,,1998,4,14
747,RE,1,,51183.0,1998,1998-04-27 09:10:00,312,336.47,377.52,9.04,8.27,360.84,11.66,105.06,336.2982016042783,377.7301400419254,9.041481818181817,8.265267379679145,,11.657998930481284,105.1514242306946,8.57,319,1.76,2.83,52.104,11.183520000000001,,1.25,,,,1.83,0.01,0.022,,8.5,4.2,31.8,7.4,1.92,,,3.4,2.7,5.3,,,,,,,,0.15,0.04,0.04,0.04,,,1998,4,27
748,RE,1,,51194.0,1998,1998-05-11 09:00:00,336,394.08,476.44,11.29,8.24,348.48,10.83,102.96,393.5720848635231,476.06479385091757,11.295600992555835,8.235056575682366,,10.82636823821341,103.02950287236058,8.53,313,1.71,2.76,50.5008,10.9404,,1.2,,,,1.42,0.017,0.136,,7.8,4.2,31.6,6.7,1.82,,,2.9,2.1,18.7,,,,,,,,0.045,0.04,0.04,0.04,,,1998,5,11
749,RE,1,,51215.0,1998,1998-05-25 08:30:00,335,404.96,489.11,16.43,8.27,331.25,9.96,106.12,404.38817585693033,487.692140083458,16.435461997019356,8.27410581222056,,9.956637357178355,106.19550608149585,8.39,291,1.64,2.6,48.49679999999999,10.45416,,0.99,,,,1.43,0.022,0.029,,7.5,3.8,34.4,6.7,1.82,,,4.6,3.5,10.7,,2,1,0.02,0.23,1.03,,0.045,0.04,0.04,0.04,,,1998,5,25
750,RE,1,,51226.0,1998,1998-06-08 09:15:00,337,374.8,454.37,17.88,8.21,325.46,9.39,103.1,373.92445620979674,453.64515027372545,17.875543790202922,8.208805047006448,,9.38981791192479,103.18782954972204,8.29,281,1.59,2.53,46.492799999999995,10.45416,,0.96,,,,1.42,0.02,0.07,,7.2,4.2,34.4,6.7,1.77,,,3.5,2.8,15.6,,7,1.4,0.03,0.35,1.43,,0.12,0.11,0.09,0.04,,,1998,6,8
751,RE,1,,51237.0,1998,1998-06-22 09:15:00,336,496.83,600.97,16.79,8.13,317.56,9.65,103.49,496.383657242062,600.4256717999981,16.79309771825394,8.127406746031742,,9.646483630952364,103.66243377084744,8.22,275,1.546,2.481,45.53088,9.96792,,0.96,,,,1.33,0.019,0.056,,6.8,2.8,32.2,6.5,1.81,,,2.6,2.1,21,,2,1.3,0.01,0.58,0.83,,0.045,0.04,0.04,0.04,,,1998,6,22
752,RE,1,,51248.0,1998,1998-07-06 09:20:00,336,463.71,561.04,19.39,8.08,303.93,9.14,103.52,463.97416964285685,561.2231555999997,19.387119543650787,8.082192460317463,,9.143536706349224,103.58594401620236,8.24,271,1.48,2.3,42.084,10.45416,,0.8,,,,1.08,0.014,0.031,,7,1.6,34,6.8,2.12,,,3.2,2.2,21.3,2.34,15,5.3,0.06,2.47,1.82,,0.045,0.08,0.04,0.04,,,1998,7,6
753,RE,1,,51262.0,1998,1998-07-20 09:00:00,336,451.48,545.56,17.91,8.04,304.46,9.56,105.04,451.7383147964252,546.4226655777559,17.911709533267132,8.04145283018868,,9.555684707050636,105.08823968782232,8.32,265,1.47,2.31,42.4848,9.96792,,0.84,,,,1.26,0.012,0.034,,6.9,2.5,33.3,6.1,1.68,,,3.5,2.2,11.7,0.8,2,1,0.03,0.46,0.78,,0.15,0.04,0.04,0.04,,,1998,7,20
754,RE,1,,51285.0,1998,1998-08-03 09:10:00,336,412.29,498.96,20.81,8.1,292.7,8.9,103.62,411.8421779871092,498.16429849320724,20.816707982151694,8.09743877045117,,8.900738225086751,103.69147250680594,8.27,265,1.37,2.15,39.2784,9.48168,,0.69,,,,1.19,0.012,0.032,,6.3,2.6,32.3,5.9,1.47,,,3.7,2.1,13,0.48,2,1,,0.32,0.78,,0.12,0.04,0.04,0.04,,,1998,8,3
755,RE,"2,4",Pumpe defekt; Alk sollte 2.10 mval/l sein.,51296.0,1998,1998-08-17 09:00:00,336,385.3,465.82,22.23,8.09,287.77,8.88,105.1,384.7240312655081,465.3621882187586,22.23761488833744,8.091570967741946,,8.878600322320716,106.26328537937883,8.24,267,1.41,1.66,40.8816,9.48168,,,,,,,0.009,0.022,,6.5,2.1,34.5,5.8,1.5,,,3.5,2.8,7.7,0.64,8,1.5,,0.65,1,,0.13,0.04,0.04,0.04,,,1998,8,17
756,RE,1,,51307.0,1998,1998-08-31 09:20:00,336,365.67,442.75,20.71,,292.27,8.97,103.42,365.23934241823565,441.7935085890979,20.71294598612486,,,8.971384744812116,104.30561572665378,8.31,268,1.41,2.17,40.8816,9.48168,,0.96,,,,1.25,0.006,0.028,,7,3,34.3,6.5,1.82,,,5.3,4.2,18.7,1.1,3,1.5,,0.58,1.49,,0.045,0.04,0.04,0.04,,,1998,8,31
757,RE,1,,51318.0,1998,1998-09-14 09:00:00,336,435.95,526.8,18.49,,302.46,9.39,104.14,435.41021002979124,526.6721900520355,18.488585402184686,,,9.387237681159435,104.45234554347567,8.29,276,1.47,2.39,42.4848,9.96792,,0.89,,,,1.28,0.017,0.069,,6.5,3.8,30.6,6,1.92,,,5.3,3.1,55,1.06,3,1.9,,1.11,1.52,,0.045,0.04,0.04,0.04,,,1998,9,14
758,RE,1,,51328.0,1998,1998-09-28 10:00:00,337,500.94,607.73,14.85,7.97,314.95,10.35,106.71,500.6607235410482,607.4015897999997,14.842210682492569,7.97262858555886,,10.35275568743819,106.71815329096083,8.26,280,1.52,2.4,44.088,10.21104,,0.81,,,,1.2,0.009,0.042,,6.4,4.1,30.5,6.3,1.82,,,3.8,2.1,11.3,0.61,2,1.1,0.08,0.41,1.11,,,,,,,,1998,9,28
759,RE,10,kein Protokollblatt,51339.0,1998,1998-10-12 10:00:00,336,443.39,536.32,14.27,7.96,313.26,10.43,106.14,443.50795287698435,536.4672198000003,14.271347222222222,7.960789186507959,,10.428668154761908,106.16640015931539,8.56,284,1.52,2.39,45.691199999999995,9.238560000000001,,0.91,,,,1.29,0.012,0.03,,7,3.2,32.9,5.8,1.95,,,3,1.9,9,0.62,2,1.1,0.03,0.35,0.88,,,,,,,,1998,10,12
760,RE,1,,51357.0,1998,1998-10-26 09:00:00,335,437.65,527.81,13.1,7.98,318.37,10.96,108.63,437.4387238805972,527.5511010000002,13.101923383084582,7.983648258706476,,10.956023383084595,108.66902498291404,8.38,284,1.57,2.49,46.09199999999999,10.21104,,1.09,,,,1.15,0.009,0.035,,7.1,3.8,33.2,6.2,2.16,,,2.3,2,12,0.44,2,1,0.16,0.31,0.72,,,,,,,,1998,10,26
761,RE,1,,51389.0,1998,1998-11-09 10:40:00,338,619.38,752.91,10.56,8.02,354.05,11.49,107.44,618.7447309970381,752.8885886771959,10.560434353405709,8.023040473840055,,11.494231490621923,107.51453051768229,8.45,306,1.74,2.89,52.104,10.697280000000001,,1.32,,,,1.64,0.024,0.07,,7.5,5.7,26.6,5.5,2.06,,,4.6,2.4,44,0.91,3,1.6,0.08,1.09,0.93,,,,,,,,1998,11,9
762,RE,1,,51401.0,1998,1998-11-23 09:30:00,335,602.03,725.69,8.52,7.94,356.01,12.35,109.93,601.4064604280734,725.2961912762564,8.528220009955204,7.9358073668492075,,12.346784469885506,109.97963555477091,8.4,300,1.71,2.77,51.3024,10.45416,,1.22,,,,1.58,0.019,0.045,,6.7,4.8,30,5.7,2.01,,,4.3,2.8,18.3,0.62,5,1.8,0.08,0.98,0.89,,,,,,,,1998,11,23
763,RE,1,,51413.0,1998,1998-12-07 09:40:00,336,436.27,527.97,5.98,7.95,348.97,12.89,107.68,436.14153247397235,527.556797680517,5.980256817055024,7.948375309866143,,12.885790282597906,107.69923782632968,8.42,300,1.72,2.67,52.104,10.21104,,1.23,,,,1.51,0.01,0.029,,7.5,4.6,32.7,6.1,2,,,3.1,2.3,7,0.64,2,1,0.07,0.24,0.7,,,,,,,,1998,12,7
764,RE,1,,51425.0,1998,1998-12-21 08:45:00,335,445.68,537.62,5.22,8.0,365.28,13.4,109.83,445.38059622078623,537.1289990422682,5.2234361014420845,7.999860268523128,,13.399241173545516,109.83840148388583,8.43,326,1.77,2.87,53.306400000000004,10.697280000000001,,1.5,,,,1.66,0.018,0.035,,9.8,4.9,31.3,7,1.88,,,3.6,2,10.3,0.35,2,1.2,0.03,0.38,0.82,,,,,,,,1998,12,21
